	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
43	767	Polyarteritis nodosa	Polyarteritis nodosa	66121003	Polyarteritis nodosa (disorder)	1000
44	3282	Multifocal atrial tachycardia	Multifocal atrial tachycardia	49982000	Multifocal atrial tachycardia (disorder)	1000
45	101685	Rare non-syndromic intellectual disability	Rare non-syndromic intellectual disability	773772001	Rare non-syndromic intellectual disability (disorder)	1000
46	34149	Autosomal dominant tubulointerstitial kidney disease	Autosomal dominant tubulointerstitial kidney disease	726018006	Autosomal dominant tubulointerstitial kidney disease (disorder)	1000
47	102	Multiple system atrophy	Multiple system atrophy	230297002	Multiple system atrophy (disorder)	1000
48	227796	Fundus albipunctatus	Fundus albipunctatus	764939004	Fundus albipunctatus (disorder)	1000
49	157794	Hereditary mixed polyposis syndrome	Hereditary mixed polyposis syndrome	787410005	Hereditary mixed polyposis syndrome (disorder)	1000
50	231580	Primary unilateral adrenal hyperplasia	Primary unilateral adrenal hyperplasia	715868005	Primary unilateral adrenal hyperplasia (disorder)	1000
51	2382	Lennox-Gastaut syndrome	Lennox-Gastaut syndrome	230418006	Lennox-Gastaut syndrome (disorder)	1000
52	101001	Autosomal recessive spastic paraplegia type 21	Autosomal recessive spastic paraplegia type 21	764734003	Autosomal recessive spastic paraplegia type 21 (disorder)	1000
53	264688	Congenital chylothorax	Congenital chylothorax	233646003	Congenital chylothorax (disorder)	1000
54	213524	Hereditary site-specific ovarian cancer syndrome	Hereditary site-specific ovarian cancer syndrome	771080008	Hereditary site-specific ovarian cancer syndrome (disorder)	1000
55	183707	Neutrophil immunodeficiency syndrome	Neutrophil immunodeficiency syndrome	723443003	Neutrophil immunodeficiency syndrome (disorder)	1000
56	398063	Refractory celiac disease	Refractory celiac disease	770593004	Refractory celiac disease (disorder)	1000
57	401800	Autosomal recessive spastic paraplegia type 60	Autosomal recessive spastic paraplegia type 60	782746009	Autosomal recessive spastic paraplegia type 60 (disorder)	1000
58	255229	Navajo neurohepatopathy	Navajo neurohepatopathy	784346006	Navajo neurohepatopathy (disorder)	1000
59	101101	Charcot-Marie-Tooth disease type 2B2	Charcot-Marie-Tooth disease type 2B2	719981005	Charcot-Marie-Tooth disease type 2B2 (disorder)	1000
60	178311	Isolated sternocostoclavicular hyperostosis	Isolated sternocostoclavicular hyperostosis	766711009	Isolated sternocostoclavicular hyperostosis (disorder)	1000
61	31826	Ethylene glycol poisoning	Ethylene glycol poisoning	7759006	Ethylene glycol poisoning (disorder)	1000
62	99926	Gestational choriocarcinoma	Gestational choriocarcinoma	417570003	Gestational choriocarcinoma (disorder)	1000
63	352403	Spectrin-associated autosomal recessive cerebellar ataxia	Spectrin-associated autosomal recessive cerebellar ataxia	763351003	Spectrin-associated autosomal recessive cerebellar ataxia (disorder)	1000
64	199241	Pulmonary capillary hemangiomatosis	Pulmonary capillary hemangiomatosis	233949008	Pulmonary capillary hemangiomatosis (disorder)	1000
65	254492	Frontal fibrosing alopecia	Frontal fibrosing alopecia	717055000	Frontal fibrosing alopecia (disorder)	1000
66	99867	Thymoma	Thymoma	444231005	Thymoma (disorder)	1000
67	97238	Rippling muscle disease	Rippling muscle disease	709281006	Rippling muscle disease (disorder)	1000
68	890	Hepatic veno-occlusive disease	Hepatic veno-occlusive disease	197365004	Hepatic veno-occlusive disease (disorder)	1000
69	100043	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A	765744006	Autosomal dominant intermediate Charcot-Marie-Tooth disease type A (disorder)	1000
70	288	Hereditary elliptocytosis	Hereditary elliptocytosis	191169008	Hereditary elliptocytosis (disorder)	1000
71	93568	Juvenile polymyositis	Juvenile polymyositis	738526005	Juvenile polymyositis (disorder)	1000
72	100079	Neuroendocrine neoplasm of appendix	Neuroendocrine neoplasm of appendix	725167001	Neuroendocrine neoplasm of appendix (disorder)	1000
73	263413	Angiosarcoma	Angiosarcoma	403977003	Angiosarcoma (disorder)	1000
74	90362	Primary intestinal lymphangiectasia	Primary intestinal lymphangiectasia	6124009	Primary intestinal lymphangiectasia (disorder)	1000
75	69087	Naegeli-Franceschetti-Jadassohn syndrome	Naegeli-Franceschetti-Jadassohn syndrome	239084001	Naegeli-Franceschetti-Jadassohn syndrome (disorder)	1000
76	95513	Panhypophysitis	Panhypophysitis	783016009	Panhypophysitis (disorder)	1000
77	98969	Macular corneal dystrophy	Macular corneal dystrophy	60258001	Macular corneal dystrophy (disorder)	1000
78	209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	773726000	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency (disorder)	1000
79	2396	Encephalocraniocutaneous lipomatosis	Encephalocraniocutaneous lipomatosis	238905009	Encephalocraniocutaneous lipomatosis (disorder)	1000
80	91354	Pituitary deficiency due to empty sella turcica syndrome	Pituitary deficiency due to empty sella turcica syndrome	715668008	Pituitary deficiency due to empty sella turcica syndrome (disorder)	1000
81	139426	Perioral myoclonia with absences	Perioral myoclonia with absences	766815007	Perioral myoclonia with absences (disorder)	1000
82	142	Anaplastic thyroid carcinoma	Anaplastic thyroid carcinoma	255031003	Anaplastic thyroid carcinoma (disorder)	1000
83	314017	Idiopathic linear interstitial keratitis	Idiopathic linear interstitial keratitis	773994002	Idiopathic linear interstitial keratitis (disorder)	1000
84	231160	Familial cerebral saccular aneurysm	Familial cerebral saccular aneurysm	703226008	Familial cerebral saccular aneurysm (disorder)	1000
85	103907	Chronic diarrhea due to glucoamylase deficiency	Chronic diarrhea due to glucoamylase deficiency	716277000	Chronic diarrhea due to glucoamylase deficiency (disorder)	1000
86	228272	Primary anetoderma	Primary anetoderma	238829001	Primary anetoderma (disorder)	1000
87	33226	Waldenström macroglobulinemia	Waldenström macroglobulinemia	109981009	Waldenström macroglobulinemia (disorder)	1000
88	1332	Medullary thyroid carcinoma	Medullary thyroid carcinoma	255032005	Medullary thyroid carcinoma (disorder)	1000
89	2764	Osteochondritis dissecans	Osteochondritis dissecans	82562007	Osteochondritis dissecans (disorder)	1000
90	59135	Laing early-onset distal myopathy	Laing early-onset distal myopathy	764859001	Laing early-onset distal myopathy (disorder)	1000
91	746	Mitochondrial trifunctional protein deficiency	Mitochondrial trifunctional protein deficiency	237999008	Mitochondrial trifunctional protein deficiency (disorder)	1000
92	67036	Autosomal dominant optic atrophy and cataract	Autosomal dominant optic atrophy and cataract	719517009	Autosomal dominant optic atrophy and cataract (disorder)	1000
93	254698	Epithelioid trophoblastic tumor	Epithelioid trophoblastic tumor	609515005	Epithelioid trophoblastic tumor (disorder)	1000
94	425	Apolipoprotein A-I deficiency	Apolipoprotein A-I deficiency	238095002	Apolipoprotein A-I deficiency (disorder)	1000
95	201	Cowden syndrome	Cowden syndrome	58037000	Cowden syndrome (disorder)	1000
96	99943	Autosomal dominant Charcot-Marie-Tooth disease type 2J	Autosomal dominant Charcot-Marie-Tooth disease type 2J	717014003	Autosomal dominant Charcot-Marie-Tooth disease type 2J (disorder)	1000
97	206580	Autosomal recessive lower motor neuron disease with childhood onset	Autosomal recessive lower motor neuron disease with childhood onset	771302009	Autosomal recessive lower motor neuron disease with childhood onset (disorder)	1000
98	90026	Primary erythromelalgia	Primary erythromelalgia	403390002	Primary erythromelalgia (disorder)	1000
99	137686	Asherman syndrome	Asherman syndrome	48236007	Asherman syndrome (disorder)	1000
100	79401	Epidermolysis bullosa simplex, Ogna type	Epidermolysis bullosa simplex, Ogna type	398071000	Epidermolysis bullosa simplex, Ogna type (disorder)	1000
101	98868	Southeast Asian ovalocytosis	Southeast Asian ovalocytosis	723623002	Southeast Asian ovalocytosis (disorder)	1000
102	209867	Autosomal dominant rhegmatogenous retinal detachment	Autosomal dominant rhegmatogenous retinal detachment	773727009	Autosomal dominant rhegmatogenous retinal detachment (disorder)	1000
103	324585	Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain	Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain	778003000	Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain (disorder)	1000
104	391330	X-linked osteoporosis with fractures	X-linked osteoporosis with fractures	782785002	X-linked osteoporosis with fractures (disorder)	1000
105	98960	Thiel-Behnke corneal dystrophy	Thiel-Behnke corneal dystrophy	417065002	Thiel-Behnke corneal dystrophy (disorder)	1000
106	424046	Acinar cell carcinoma of pancreas	Acinar cell carcinoma of pancreas	783771003	Acinar cell carcinoma of pancreas (disorder)	1000
107	94087	Cytophagic histiocytic panniculitis	Cytophagic histiocytic panniculitis	238883003	Cytophagic histiocytic panniculitis (disorder)	1000
108	2122	Kaposiform hemangioendothelioma	Kaposiform hemangioendothelioma	403983000	Kaposiform hemangioendothelioma (disorder)	1000
109	93398	Genochondromatosis type 2	Genochondromatosis type 2	725904009	Genochondromatosis type 2 (disorder)	1000
110	401835	Autosomal recessive spastic paraplegia type 70	Autosomal recessive spastic paraplegia type 70	770724001	Autosomal recessive spastic paraplegia type 70 (disorder)	1000
111	98878	Hemophilia A	Hemophilia A	28293008	Hemophilia A (disorder)	1000
112	14	Abetalipoproteinemia	Abetalipoproteinemia	190787008	Abetalipoproteinemia (disorder)	1000
113	98761	Spinocerebellar ataxia type 10	Spinocerebellar ataxia type 10	715754007	Spinocerebellar ataxia type 10 (disorder)	1000
114	391327	X-linked calvarial hyperostosis	X-linked calvarial hyperostosis	782786001	X-linked calvarial hyperostosis (disorder)	1000
115	158796	Classic mast cell leukemia	Classic mast cell leukemia	780841002	Classic mast cell leukemia (disorder)	1000
116	1675	Dihydropyrimidine dehydrogenase deficiency	Dihydropyrimidine dehydrogenase deficiency	238016000	Dihydropyrimidine dehydrogenase deficiency (disorder)	1000
117	352629	16q24.1 microdeletion syndrome	16q24.1 microdeletion syndrome	770760006	16q24.1 microdeletion syndrome (disorder)	1000
118	912	Zellweger syndrome	Zellweger syndrome	88469006	Zellweger syndrome (disorder)	1000
119	319319	Renal medullary carcinoma	Renal medullary carcinoma	765095002	Renal medullary carcinoma (disorder)	1000
120	324442	Autosomal recessive axonal neuropathy with neuromyotonia	Autosomal recessive axonal neuropathy with neuromyotonia	711406009	Autosomal recessive axonal neuropathy with neuromyotonia (disorder)	1000
121	208524	Herpetiform pemphigus	Herpetiform pemphigus	771145006	Herpetiform pemphigus (disorder)	1000
122	46059	Lathosterolosis	Lathosterolosis	719257008	Lathosterolosis (disorder)	1000
123	3008	Pyruvate carboxylase deficiency	Pyruvate carboxylase deficiency	87694001	Pyruvate carboxylase deficiency (disorder)	1000
124	90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	717261006	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency (disorder)	1000
125	171612	Autosomal dominant spastic paraplegia type 37	Autosomal dominant spastic paraplegia type 37	763369007	Autosomal dominant spastic paraplegia type 37 (disorder)	1000
126	845	Tay-Sachs disease	Tay-Sachs disease	111385000	Tay-Sachs disease (disorder)	1000
127	3130	Satoyoshi syndrome	Satoyoshi syndrome	763630007	Satoyoshi syndrome (disorder)	1000
128	85445	AA amyloidosis	AA amyloidosis	274945004	AA amyloidosis (disorder)	1000
129	228423	Monocytopenia with susceptibility to infections	Monocytopenia with susceptibility to infections	778024005	Monocytopenia with susceptibility to infections (disorder)	1000
130	85136	Cystic leukoencephalopathy without megalencephaly	Cystic leukoencephalopathy without megalencephaly	720825005	Cystic leukoencephalopathy without megalencephaly (disorder)	1000
131	3324	Familial thrombomodulin anomalies	Familial thrombomodulin anomalies	783256001	Familial thrombomodulin anomalies (disorder)	1000
132	99942	Autosomal dominant Charcot-Marie-Tooth disease type 2I	Autosomal dominant Charcot-Marie-Tooth disease type 2I	717013009	Autosomal dominant Charcot-Marie-Tooth disease type 2I (disorder)	1000
133	423717	Cutaneous larva migrans	Cutaneous larva migrans	19362000	Cutaneous larva migrans (disorder)	1000
134	86867	Nodal marginal zone B-cell lymphoma	Nodal marginal zone B-cell lymphoma	726721002	Nodal marginal zone B-cell lymphoma (disorder)	1000
135	423296	Spinocerebellar ataxia type 38	Spinocerebellar ataxia type 38	734021001	Spinocerebellar ataxia type 38 (disorder)	1000
136	91138	Cryoglobulinemic vasculitis	Cryoglobulinemic vasculitis	190815001	Cryoglobulinemic vasculitis (disorder)	1000
137	100974	FRAXF syndrome	FRAXF syndrome	716708005	FRAXF syndrome (disorder)	1000
138	932	Achondrogenesis	Achondrogenesis	2391001	Achondrogenesis (disorder)	1000
139	98767	Spinocerebellar ataxia type 11	Spinocerebellar ataxia type 11	719207000	Spinocerebellar ataxia type 11 (disorder)	1000
140	276405	Hyperbiliverdinemia	Hyperbiliverdinemia	771441005	Hyperbiliverdinemia (disorder)	1000
141	397755	Periodic paralysis with transient compartment-like syndrome	Periodic paralysis with transient compartment-like syndrome	774153002	Periodic paralysis with transient compartment-like syndrome (disorder)	1000
142	616	Medulloblastoma	Medulloblastoma	443333004	Medulloblastoma (disorder)	1000
143	64692	Oroya fever	Oroya fever	240453002	Oroya fever (disorder)	1000
144	276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	717045004	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency (disorder)	1000
145	610	Bethlem myopathy	Bethlem myopathy	718572004	Bethlem myopathy (disorder)	1000
146	157946	Huntington disease-like 3	Huntington disease-like 3	770939009	Huntington disease-like 3 (disorder)	1000
147	99952	Charcot-Marie-Tooth disease type 4F	Charcot-Marie-Tooth disease type 4F	715801001	Charcot-Marie-Tooth disease type 4F (disorder)	1000
148	396	Chronic hiccup	Chronic hiccup	716771000	Chronic hiccup (disorder)	1000
149	33572	5-oxoprolinase deficiency	5-oxoprolinase deficiency	26132002	5-Oxoprolinase deficiency (disorder)	1000
150	81	Antisynthetase syndrome	Antisynthetase syndrome	445187004	Antisynthetase syndrome (disorder)	1000
151	294049	Reunion Island Larsen-like syndrome	Reunion Island Larsen-like syndrome	783559007	Reunion Island Larsen-like syndrome (disorder)	1000
152	98895	Becker muscular dystrophy	Becker muscular dystrophy	111507009	Becker muscular dystrophy (disorder)	1000
153	431272	X-linked scapuloperoneal muscular dystrophy	X-linked scapuloperoneal muscular dystrophy	784352007	X-linked scapuloperoneal muscular dystrophy (disorder)	1000
154	1221	Cheilitis glandularis	Cheilitis glandularis	26374003	Cheilitis glandularis (disorder)	1000
155	324648	Invasive non-typhoidal salmonellosis	Invasive non-typhoidal salmonellosis	763772002	Invasive non-typhoidal salmonellosis (disorder)	1000
156	56	Alkaptonuria	Alkaptonuria	360381004	Alkaptonuria (disorder)	1000
157	251295	Pigmented paravenous retinochoroidal atrophy	Pigmented paravenous retinochoroidal atrophy	723450004	Pigmented paravenous retinochoroidal atrophy (disorder)	1000
158	511	Maple syrup urine disease	Maple syrup urine disease	27718001	Maple syrup urine disease (disorder)	1000
159	98833	Acute myeloblastic leukemia without maturation	Acute myeloblastic leukemia without maturation	285766002	Acute myeloblastic leukemia without maturation (disorder)	1000
160	293955	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency	773668008	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency (disorder)	1000
161	519930	Fungal keratitis	Fungal keratitis	314558005	Fungal keratitis (disorder)	1000
162	306431	Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies	Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies	784393004	Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies (disorder)	1000
163	99900	Long chain acyl-CoA dehydrogenase deficiency	Long chain acyl-CoA dehydrogenase deficiency	237996001	Long chain acyl-CoA dehydrogenase deficiency (disorder)	1000
164	90001	X-linked cone dysfunction syndrome with myopia	X-linked cone dysfunction syndrome with myopia	718718009	X-linked cone dysfunction syndrome with myopia (disorder)	1000
165	35125	Epidermal nevus syndrome	Epidermal nevus syndrome	239112008	Epidermal nevus syndrome (disorder)	1000
166	397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	773423007	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency (disorder)	1000
167	352731	Oculocutaneous albinism type 1	Oculocutaneous albinism type 1	765146000	Oculocutaneous albinism type 1 (disorder)	1000
168	99879	Familial isolated hyperparathyroidism	Familial isolated hyperparathyroidism	786037006	Familial isolated hyperparathyroidism (disorder)	1000
169	252206	Melanoma and neural system tumor syndrome	Melanoma and neural system tumor syndrome	717968005	Melanoma and neural system tumor syndrome (disorder)	1000
170	796	Sandhoff disease	Sandhoff disease	23849003	Sandhoff disease (disorder)	1000
171	1659	Dermatoleukodystrophy	Dermatoleukodystrophy	733044009	Dermatoleukodystrophy (disorder)	1000
172	458763	Retiform hemangioendothelioma	Retiform hemangioendothelioma	403982005	Retiform hemangioendothelioma (disorder)	1000
173	319640	Retinal macular dystrophy type 2	Retinal macular dystrophy type 2	770594005	Retinal macular dystrophy type 2 (disorder)	1000
174	131	Budd-Chiari syndrome	Budd-Chiari syndrome	82385007	Budd-Chiari syndrome (disorder)	1000
175	402082	Progressive myoclonic epilepsy type 5	Progressive myoclonic epilepsy type 5	783055005	Progressive myoclonic epilepsy type 5 (disorder)	1000
176	29207	Reactive arthritis	Reactive arthritis	239784007	Reactive arthritis (disorder)	1000
177	2897	Pityriasis rubra pilaris	Pityriasis rubra pilaris	3755001	Pityriasis rubra pilaris (disorder)	1000
178	18	Distal renal tubular acidosis	Distal renal tubular acidosis	236461000	Distal renal tubular acidosis (disorder)	1000
179	63273	Distal myopathy with posterior leg and anterior hand involvement	Distal myopathy with posterior leg and anterior hand involvement	733489002	Distal myopathy with posterior leg and anterior hand involvement (disorder)	1000
180	293812	Fixed drug eruption	Fixed drug eruption	73692007	Fixed drug eruption (disorder)	1000
181	228240	Elastoderma	Elastoderma	238832003	Elastoderma (disorder)	1000
182	401805	Autosomal recessive spastic paraplegia type 63	Autosomal recessive spastic paraplegia type 63	726610000	Autosomal recessive spastic paraplegia type 63 (disorder)	1000
183	254854	Pure mitochondrial myopathy	Pure mitochondrial myopathy	732245008	Pure mitochondrial myopathy (disorder)	1000
184	423786	Undifferentiated carcinoma of stomach	Undifferentiated carcinoma of stomach	766757006	Undifferentiated carcinoma of stomach (disorder)	1000
185	228157	Marburg acute multiple sclerosis	Marburg acute multiple sclerosis	766246000	Marburg acute multiple sclerosis (disorder)	1000
186	139455	Autosomal recessive bestrophinopathy	Autosomal recessive bestrophinopathy	723828008	Autosomal recessive bestrophinopathy (disorder)	1000
187	141112	Nasal glial heterotopia	Nasal glial heterotopia	5645008	Nasal glial heterotopia (disorder)	1000
188	306577	Sodium channelopathy-related small fiber neuropathy	Sodium channelopathy-related small fiber neuropathy	782824007	Sodium channelopathy-related small fiber neuropathy (disorder)	1000
189	668	Osteosarcoma	Osteosarcoma	189878003	Osteosarcoma (disorder)	1000
190	86816	Congenital analbuminemia	Congenital analbuminemia	718721006	Congenital analbuminemia (disorder)	1000
191	401866	Childhood-onset spasticity with hyperglycinemia	Childhood-onset spasticity with hyperglycinemia	773492007	Childhood-onset spasticity with hyperglycinemia (disorder)	1000
192	263534	Acral peeling skin syndrome	Acral peeling skin syndrome	709416009	Acral peeling skin syndrome (disorder)	1000
193	398109	Neonatal autoimmune hemolytic anemia	Neonatal autoimmune hemolytic anemia	774083009	Neonatal autoimmune hemolytic anemia (disorder)	1000
194	98842	Lymphomatoid papulosis	Lymphomatoid papulosis	31047003	Lymphomatoid papulosis (disorder)	1000
195	79502	Punctate palmoplantar keratoderma type 2	Punctate palmoplantar keratoderma type 2	765096001	Punctate palmoplantar keratoderma type 2 (disorder)	1000
196	101112	Spinocerebellar ataxia type 26	Spinocerebellar ataxia type 26	718769009	Spinocerebellar ataxia type 26 (disorder)	1000
197	97279	Insulinoma	Insulinoma	302822000	Insulinoma (disorder)	1000
198	98852	Desquamative interstitial pneumonia	Desquamative interstitial pneumonia	8549006	Desquamative interstitial pneumonia (disorder)	1000
199	98826	Refractory anemia	Refractory anemia	123306007	Refractory anemia (disorder)	1000
200	79150	Linear and whorled nevoid hypermelanosis	Linear and whorled nevoid hypermelanosis	403803002	Linear and whorled nevoid hypermelanosis (disorder)	1000
201	86900	Interdigitating dendritic cell sarcoma	Interdigitating dendritic cell sarcoma	715664005	Interdigitating dendritic cell sarcoma (disorder)	1000
202	3325	Heparin-induced thrombocytopenia	Heparin-induced thrombocytopenia	73397007	Heparin-induced thrombocytopenia (disorder)	1000
203	281090	Syndromic recessive X-linked ichthyosis	Syndromic recessive X-linked ichthyosis	717041008	Syndromic recessive X-linked ichthyosis (disorder)	1000
204	1764	Familial dysautonomia	Familial dysautonomia	29159009	Familial dysautonomia (disorder)	1000
205	97231	Ligneous conjunctivitis	Ligneous conjunctivitis	403435005	Ligneous conjunctivitis (disorder)	1000
206	95717	Idiopathic congenital hypothyroidism	Idiopathic congenital hypothyroidism	717334008	Idiopathic congenital hypothyroidism (disorder)	1000
207	1216	Autosomal dominant congenital benign spinal muscular atrophy	Autosomal dominant congenital benign spinal muscular atrophy	763067000	Autosomal dominant congenital benign spinal muscular atrophy (disorder)	1000
208	54028	Plummer-Vinson syndrome	Plummer-Vinson syndrome	80126007	Plummer-Vinson syndrome (disorder)	1000
209	2238	Familial isolated hypoparathyroidism	Familial isolated hypoparathyroidism	725036000	Familial isolated hypoparathyroidism (disorder)	1000
210	85110	Familial encephalopathy with neuroserpin inclusion bodies	Familial encephalopathy with neuroserpin inclusion bodies	702421006	Familial encephalopathy with neuroserpin inclusion bodies (disorder)	1000
211	70588	Meconium aspiration syndrome	Meconium aspiration syndrome	206292002	Meconium aspiration syndrome (disorder)	1000
212	363412	Hypomyelination with brain stem and spinal cord involvement and leg spasticity	Hypomyelination with brain stem and spinal cord involvement and leg spasticity	777999008	Hypomyelination with brain stem and spinal cord involvement and leg spasticity (disorder)	1000
213	280921	Idiopathic panuveitis	Idiopathic panuveitis	766933000	Idiopathic panuveitis (disorder)	1000
214	289601	Hereditary arterial and articular multiple calcification syndrome	Hereditary arterial and articular multiple calcification syndrome	718602007	Hereditary arterial and articular multiple calcification syndrome (disorder)	1000
215	228247	Acquired pseudoxanthoma elasticum	Acquired pseudoxanthoma elasticum	403401007	Acquired pseudoxanthoma elasticum (disorder)	1000
