	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
53	227535	Hereditary breast cancer	Hereditary breast cancer	254843006	Familial cancer of breast	1000
54	41	Dyschromatosis symmetrica hereditaria	Dyschromatosis symmetrica hereditaria	239085000	Acropigmentation of Dohi	1000
55	51636	WHIM syndrome	WHIM syndrome	234571003	WHIM - Warts, hypogammaglobulinaemia, infections and myelokathexis	1000
56	93314	Spondylometaphyseal dysplasia, Kozlowski type	Spondylometaphyseal dysplasia, Kozlowski type	111304003	Kozlowski spondylometaphyseal dysplasia	1000
57	326	Congenital factor V deficiency	Congenital factor V deficiency	88776002	AC globulin deficiency	1000
58	1115	Recessive aplasia cutis congenita of limbs	Recessive aplasia cutis congenita of limbs	723500009	Autosomal recessive aplasia cutis congenita of limb	1000
59	158	Systemic primary carnitine deficiency	Systemic primary carnitine deficiency	21764004	Carnitine transporter deficiency	1000
60	552	MODY	MODY	609561005	MODY - maturity onset diabetes of young	1000
61	483	Congenital high-molecular-weight kininogen deficiency	Congenital high-molecular-weight kininogen deficiency	27312002	Fitzgerald factor deficiency	1000
62	306674	Kufor-Rakeb syndrome	Kufor-Rakeb syndrome	723992000	Kufor Rakeb syndrome	1000
63	43	X-linked adrenoleukodystrophy	X-linked adrenoleukodystrophy	65389002	ALD - adrenoleukodystrophy	1000
64	3312	Thalidomide embryopathy	Thalidomide embryopathy	36193003	Congenital malformation due to thalidomide	1000
65	111	Barth syndrome	Barth syndrome	297231002	3-Methylglutaconic aciduria type 2	1000
66	93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	702350003	Dappled metaphysis syndrome	1000
67	95702	Cytomegalic congenital adrenal hypoplasia	Cytomegalic congenital adrenal hypoplasia	237764004	Congenital adrenal hypoplasia, X-linked	1000
68	172	Progressive familial intrahepatic cholestasis	Progressive familial intrahepatic cholestasis	74162007	Byler syndrome	1000
69	54	X-linked recessive ocular albinism	X-linked recessive ocular albinism	78642008	Nettleship-Falls type ocular albinism	1000
70	277	Severe combined immunodeficiency due to adenosine deaminase deficiency	Severe combined immunodeficiency due to adenosine deaminase deficiency	44940001	ADA - Adenosine aminohydrolase deficiency	1000
71	137839	Lemierre syndrome	Lemierre syndrome	240444009	Fusobacterial necrotising tonsillitis	1000
72	293381	Epithelial recurrent erosion dystrophy	Epithelial recurrent erosion dystrophy	715908008	Dystrophia Helsinglandica	1000
73	86909	Myoclonic epilepsy of infancy	Myoclonic epilepsy of infancy	192990004	Benign myoclonic epilepsy in infancy	1000
74	86815	Aplasia of lacrimal and salivary glands	Aplasia of lacrimal and salivary glands	715656004	Aplasia of lacrimal and salivary gland	1000
75	252046	Meningeal melanocytoma	Meningeal melanocytoma	277527003	Melanocytoma of meninges	1000
76	297	Tick-borne encephalitis	Tick-borne encephalitis	414093008	Encephalitis due to tick-borne encephalitis virus (navigational concept)	1000
77	360	Glioblastoma	Glioblastoma	63634009	GBM - Glioblastoma multiforme	1000
78	86884	Subcutaneous panniculitis-like T-cell lymphoma	Subcutaneous panniculitis-like T-cell lymphoma	103682005	Subcutaneous panniculitic T-cell lymphoma	1000
79	584	Mucopolysaccharidosis type 7	Mucopolysaccharidosis type 7	43916004	Beta-glucuronidase deficiency	1000
80	180261	Phyllodes tumor of the breast	Phyllodes tumor of the breast	71232009	Cystosarcoma phyllodes	1000
81	98784	Autosomal dominant sleep-related hypermotor epilepsy	Autosomal dominant sleep-related hypermotor epilepsy	698021005	ADNFLE - Autosomal dominant nocturnal frontal lobe epilepsy	1000
82	1159	Progressive pseudorheumatoid arthropathy of childhood	Progressive pseudorheumatoid arthropathy of childhood	254065005	Progressive pseudorheumatoid dysplasia	1000
83	251663	Anaplastic oligoastrocytoma	Anaplastic oligoastrocytoma	253072003	Anaplastic oligoastrocytoma	1000
84	98963	Granular corneal dystrophy type II	Granular corneal dystrophy type II	397568004	Avellino corneal dystrophy	1000
85	269	Facioscapulohumeral dystrophy	Facioscapulohumeral dystrophy	399091004	FMD - Facioscapulohumeral muscular dystrophy	1000
86	70573	Small cell lung cancer	Small cell lung cancer	254633006	Oat cell carcinoma of lung	1000
87	740	Hutchinson-Gilford progeria syndrome	Hutchinson-Gilford progeria syndrome	238870004	Hutchinson-Gilford syndrome	1000
88	65250	Perineural cyst	Perineural cyst	81634008	Nerve root cyst	1000
89	2349	Muscular pseudohypertrophy-hypothyroidism syndrome	Muscular pseudohypertrophy-hypothyroidism syndrome	41505007	Debre-Semelaigne's syndrome	1000
90	2298	Insulin-resistance syndrome type B	Insulin-resistance syndrome type B	237652003	Insulin resistance - type B	1000
91	90348	Autosomal dominant cutis laxa	Autosomal dominant cutis laxa	111388003	Cutis laxa, autosomal dominant	1000
92	75392	Periodontal Ehlers-Danlos syndrome	Periodontal Ehlers-Danlos syndrome	50869007	Ehlers-Danlos syndrome type 8	1000
93	209959	Phacoanaphylactic uveitis	Phacoanaphylactic uveitis	32893002	Phacolytic glaucoma	1000
94	454723	Endometrioid carcinoma of ovary	Endometrioid carcinoma of ovary	254852002	Endometrioid carcinoma ovary	1000
95	263479	Fuchs heterochromic iridocyclitis	Fuchs heterochromic iridocyclitis	11226001	Fuchs uveitis syndrome	1000
96	824	Primary myelofibrosis	Primary myelofibrosis	128843003	Agnogenic myeloid metaplasia	1000
97	650	LCAT deficiency	LCAT deficiency	49227001	Familial lecithin-cholesterol acyltransferase deficiency	1000
98	897	Waardenburg-Shah syndrome	Waardenburg-Shah syndrome	715952000	Shah Waardenburg syndrome	1000
99	2612	Linear nevus sebaceus syndrome	Linear nevus sebaceus syndrome	707136009	Naevus sebaceous	1000
100	2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	722206009	Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome	1000
101	911	Combined immunodeficiency due to ZAP70 deficiency	Combined immunodeficiency due to ZAP70 deficiency	716716001	Deficiency of Zeta-chain associated protein kinase 70	1000
102	85448	AGel amyloidosis	AGel amyloidosis	783160006	AGel amyloidosis	1000
103	248111	Juvenile Huntington disease	Juvenile Huntington disease	230299004	Juvenile onset Huntington disease	1000
104	370924	STT3B-CDG	STT3B-CDG	733112007	Carbohydrate deficient glycoprotein syndrome type Ix	1000
105	129	Pseudopelade of Brocq	Pseudopelade of Brocq	400088006	Alopecia cicatrisata	1000
106	228285	Acquired cutis laxa	Acquired cutis laxa	19726003	Acquired cutis laxa	1000
107	123	Björnstad syndrome	Björnstad syndrome	67817003	Bjornstad's syndrome	1000
108	330015	Lead poisoning	Lead poisoning	38342005	Lead - toxic effect	1000
109	70472	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	718219002	Congenital lactic acidosis Saguenay-Lac-Saint-Jean type	1000
110	281122	Self-improving collodion baby	Self-improving collodion baby	718632004	Self-healing collodion baby	1000
111	79443	Pseudohypoparathyroidism type 1A	Pseudohypoparathyroidism type 1A	58833000	Albright hereditary osteodystrophy	1000
112	75564	Acquired idiopathic sideroblastic anemia	Acquired idiopathic sideroblastic anemia	128846006	RARS	1000
113	97	Familial paroxysmal ataxia	Familial paroxysmal ataxia	420932006	Episodic ataxia type 2	1000
114	1217	Spinal atrophy-ophthalmoplegia-pyramidal syndrome	Spinal atrophy-ophthalmoplegia-pyramidal syndrome	771238004	Hamano Tsukamoto syndrome	1000
115	79140	Cutaneous neuroendocrine carcinoma	Cutaneous neuroendocrine carcinoma	254729005	Apudoma of skin	1000
116	1947	Progressive epilepsy-intellectual disability syndrome, Finnish type	Progressive epilepsy-intellectual disability syndrome, Finnish type	703526007	Neuronal ceroid lipofuscinosis 8	1000
117	137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	703537008	LBSL - Leukoencephalopathy with brainstem and spinal cord involvement with lactate elevation	1000
118	628	Diastrophic dwarfism	Diastrophic dwarfism	58561002	DD - Diastrophic dysplasia	1000
119	98972	Central cloudy dystrophy of François	Central cloudy dystrophy of François	419074008	Central cloudy dystrophy of Francois	1000
120	99860	Precursor B-cell acute lymphoblastic leukemia	Precursor B-cell acute lymphoblastic leukemia	277571004	B-cell acute lymphoblastic leukemia	1000
121	86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	720982007	AMME complex	1000
122	59	Allan-Herndon-Dudley syndrome	Allan-Herndon-Dudley syndrome	702327009	Allan-Herndon syndrome	1000
123	90120	Hereditary motor and sensory neuropathy type 6	Hereditary motor and sensory neuropathy type 6	128203003	HMSN VI	1000
124	93356	Spondyloepimetaphyseal dysplasia, Missouri type	Spondyloepimetaphyseal dysplasia, Missouri type	719171005	Spondyloepimetaphyseal dysplasia Missouri type	1000
125	91349	Non-functioning pituitary adenoma	Non-functioning pituitary adenoma	254962005	Functionless pituitary adenoma	1000
126	2056	Essential fructosuria	Essential fructosuria	40278002	Benign fructosaemia	1000
127	355	Gaucher disease	Gaucher disease	62201009	Adult Gaucher disease	1000
128	36386	Hereditary sensory and autonomic neuropathy type 1	Hereditary sensory and autonomic neuropathy type 1	397734008	Acrodystrophic neuropathy	1000
129	579	Mucopolysaccharidosis type 1	Mucopolysaccharidosis type 1	75610003	Alpha-L-iduronidase deficiency	1000
130	91500	Tubulointerstitial nephritis and uveitis syndrome	Tubulointerstitial nephritis and uveitis syndrome	418839003	TINU - Tubulointerstitial nephritis with uveitis syndrome	1000
131	79394	Congenital non-bullous ichthyosiform erythroderma	Congenital non-bullous ichthyosiform erythroderma	205550003	Collodion baby	1000
132	254905	Isolated cytochrome C oxidase deficiency	Isolated cytochrome C oxidase deficiency	67434000	COX - Cytochrome C oxidase deficiency	1000
133	1416	Familial calcium pyrophosphate deposition	Familial calcium pyrophosphate deposition	239832006	CPDD - Calcium pyrophosphate deposition disease	1000
134	363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	Acroosteolysis-keloid-like lesions-premature aging syndrome	776417008	Acroosteolysis, keloid-like lesions, premature ageing syndrome	1000
135	98904	Congenital myopathy with excess of thin filaments	Congenital myopathy with excess of thin filaments	702349003	Actin accumulation myopathy	1000
136	77293	Niemann-Pick disease type B	Niemann-Pick disease type B	39390005	Niemann-Pick disease non-neuropathic type	1000
137	50839	Cat-scratch disease	Cat-scratch disease	79974007	Benign inoculation lymphoreticulosis	1000
138	581	Mucopolysaccharidosis type 3	Mucopolysaccharidosis type 3	88393000	Mucopolysaccharidosis type III	1000
139	141179	Non-involuting congenital hemangioma	Non-involuting congenital hemangioma	399973007	NICH - non-involuting congenital haemangioma	1000
140	65282	Carvajal syndrome	Carvajal syndrome	719835006	Carvajal syndrome	1000
141	164736	Familial advanced sleep-phase syndrome	Familial advanced sleep-phase syndrome	715829003	Familial advanced sleep phase syndrome	1000
142	280914	Idiopathic anterior uveitis	Idiopathic anterior uveitis	231947004	Anterior uveitis idiopathic	1000
143	238455	Infantile dystonia-parkinsonism	Infantile dystonia-parkinsonism	722763000	Dopamine transporter deficiency syndrome	1000
144	375	Anti-glomerular basement membrane disease	Anti-glomerular basement membrane disease	236506009	Anti GBM - Antiglomerular basement membrane disease	1000
145	370348	Peripheral primitive neuroectodermal tumor	Peripheral primitive neuroectodermal tumor	703707001	Ewing sarcoma / PNET	1000
146	99827	Crimean-Congo hemorrhagic fever	Crimean-Congo hemorrhagic fever	43489008	CCHF - Crimean-Congo haemorrhagic fever	1000
147	520	Acute promyelocytic leukemia	Acute promyelocytic leukemia	110004001	APL - Acute promyelocytic leukaemia	1000
148	813	Silver-Russell syndrome	Silver-Russell syndrome	15069006	Russell's syndrome	1000
149	100070	Progressive non-fluent aphasia	Progressive non-fluent aphasia	716281000	Primary progressive non fluent aphasia	1000
150	59303	Neonatal ichthyosis-sclerosing cholangitis syndrome	Neonatal ichthyosis-sclerosing cholangitis syndrome	724278007	Ichthyosis, hypotrichosis, sclerosing cholangitis syndrome	1000
151	662	Yellow nail syndrome	Yellow nail syndrome	400211001	Hereditary lymphedema and yellow nails	1000
152	86903	Dendritic cell sarcoma not otherwise specified	Dendritic cell sarcoma not otherwise specified	397355008	Dendritic cell sarcoma, no ICD-O subtype	1000
153	48818	Aceruloplasminemia	Aceruloplasminemia	124224004	Deficiency of caeruloplasmin	1000
154	2201	Palmoplantar keratoderma-spastic paralysis syndrome	Palmoplantar keratoderma-spastic paralysis syndrome	785725008	Palmoplantar keratoderma, spastic paralysis syndrome	1000
155	88620	Isolated congenital anosmia	Isolated congenital anosmia	230502003	Congenital anosmia	1000
156	96253	Cushing disease	Cushing disease	47270006	Cushing's syndrome	1000
157	99977	Squamous cell carcinoma of the esophagus	Squamous cell carcinoma of the esophagus	276804009	SCC - Squamous cell carcinoma of esophagus	1000
158	306	Benign familial infantile epilepsy	Benign familial infantile epilepsy	230410004	BFNC - Benign familial neonatal convulsions	1000
159	319218	Ebola hemorrhagic fever	Ebola hemorrhagic fever	37109004	EVD - Ebola virus disease	1000
160	50	Aicardi syndrome	Aicardi syndrome	80651009	AIC - Aicardi syndrome	1000
161	132	Butyrylcholinesterase deficiency	Butyrylcholinesterase deficiency	191397007	Butyrylcholinesterase deficiency	1000
162	2202	Palmoplantar keratoderma-deafness syndrome	Palmoplantar keratoderma-deafness syndrome	722203001	Palmoplantar keratoderma with deafness syndrome	1000
163	65748	Multiple self-healing squamous epithelioma	Multiple self-healing squamous epithelioma	716774008	Familial keratoacanthoma	1000
164	275555	Preeclampsia	Preeclampsia	398254007	EPH - Edema, proteinuria and hypertension of pregnancy	1000
165	79098	Sympathetic ophthalmia	Sympathetic ophthalmia	75315001	Sympathetic ophthalmia	1000
166	225	Maternally-inherited diabetes and deafness	Maternally-inherited diabetes and deafness	237619009	Ballinger-Wallace syndrome	1000
167	2575	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	Cystic fibrosis-gastritis-megaloblastic anemia syndrome	720401009	Cystic fibrosis with gastritis and megaloblastic anaemia syndrome	1000
168	97567	Immunotactoid glomerulopathy	Immunotactoid glomerulopathy	726082003	Immunotactoid glomerulonephritis	1000
169	298	Mitochondrial neurogastrointestinal encephalomyopathy	Mitochondrial neurogastrointestinal encephalomyopathy	718214007	Mitochondrial neurogastrointestinal encephalomyopathy syndrome	1000
170	1949	Benign familial neonatal epilepsy	Benign familial neonatal epilepsy	230410004	BFNC - Benign familial neonatal convulsions	1000
171	286	Vascular Ehlers-Danlos syndrome	Vascular Ehlers-Danlos syndrome	17025000	Ehlers-Danlos syndrome arterial type E-D	1000
172	79455	Cutaneous mastocytoma	Cutaneous mastocytoma	397013007	Cutaneous mastocytoma	1000
173	573	Monilethrix	Monilethrix	69488000	Beaded hair	1000
174	86902	Follicular dendritic cell sarcoma	Follicular dendritic cell sarcoma	128816008	Follicular dendritic cell sarcoma	1000
175	56425	Cold agglutinin disease	Cold agglutinin disease	398937006	AIHA - Cold autoimmune haemolytic anaemia	1000
176	550	MELAS	MELAS	39925003	Juvenile myopathy, encephalopathy, lactic acidosis AND stroke	1000
177	313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	702427005	Adult-onset leukodystrophy with neuroaxonal spheroids	1000
178	86879	Extranodal nasal NK/T cell lymphoma	Extranodal nasal NK/T cell lymphoma	58961005	Lethal midline granuloma	1000
179	2302	Asbestos intoxication	Asbestos intoxication	22607003	Amianthosis	1000
180	64755	Becker nevus syndrome	Becker nevus syndrome	5387003	Becker's naevus	1000
181	930	Idiopathic achalasia	Idiopathic achalasia	45564002	Achalasia of cardia	1000
182	98810	Paroxysmal non-kinesigenic dyskinesia	Paroxysmal non-kinesigenic dyskinesia	609218006	Familial paroxysmal choreoathetosis	1000
183	79325	ALG8-CDG	ALG8-CDG	720977000	ALG8 congenital disorder of glycosylation	1000
184	863	Trichinellosis	Trichinellosis	709018004	Infection by larvae of Trichinella	1000
185	423	Malignant hyperthermia of anesthesia	Malignant hyperthermia of anesthesia	405501007	MH - Malignant hyperpyrexia	1000
186	1871	Progressive cone dystrophy	Progressive cone dystrophy	267613004	Progressive cone dystrophy (without rod involvement)	1000
187	364	Glycogen storage disease due to glucose-6-phosphatase deficiency	Glycogen storage disease due to glucose-6-phosphatase deficiency	124437004	Deficiency of glucose-6-phosphatase	1000
188	166113	Bazex syndrome	Bazex syndrome	254820002	Bazex syndrome	1000
189	59298	Schilder disease	Schilder disease	49692006	Diffuse sclerosis	1000
190	886	Usher syndrome	Usher syndrome	73119000	Hallgren's syndrome	1000
191	79149	Dermochondrocorneal dystrophy	Dermochondrocorneal dystrophy	254150007	Dermochondrocorneal dystrophy	1000
192	300857	T-cell/histiocyte rich large B cell lymphoma	T-cell/histiocyte rich large B cell lymphoma	450959001	Histiocyte-rich large B-cell lymphoma	1000
193	90045	Hereditary folate malabsorption	Hereditary folate malabsorption	62578003	Congenital defect of folate absorption	1000
194	324636	Autoerythrocyte sensitization syndrome	Autoerythrocyte sensitization syndrome	275446004	Auto-erythrocyte sensitisation syndrome	1000
195	79159	Isobutyryl-CoA dehydrogenase deficiency	Isobutyryl-CoA dehydrogenase deficiency	445274004	Deficiency of isobutyryl-CoA dehydrogenase	1000
196	34217	Naxos disease	Naxos disease	715535009	Keratoderma with woolly hair type I	1000
197	3204	Stormorken-Sjaastad-Langslet syndrome	Stormorken-Sjaastad-Langslet syndrome	711407000	Stormorken syndrome	1000
198	3156	Senior-Loken syndrome	Senior-Loken syndrome	236531005	Loken Senior syndrome	1000
199	180229	Polyembryoma	Polyembryoma	28325008	Embryonal carcinoma - polyembryonal type	1000
200	1658	Absence of fingerprints-congenital milia syndrome	Absence of fingerprints-congenital milia syndrome	239011004	Basan syndrome	1000
201	94086	Blue diaper syndrome	Blue diaper syndrome	59531002	Blue diaper syndrome	1000
202	2297	Insulin-resistance syndrome type A	Insulin-resistance syndrome type A	237606005	Hereditary benign acanthosis nigricans with insulin resistance	1000
203	66662	Extracutaneous mastocytoma	Extracutaneous mastocytoma	63175003	Extracutaneous mastocytoma	1000
204	156731	Dyssegmental dysplasia, Rolland-Desbuquois type	Dyssegmental dysplasia, Rolland-Desbuquois type	95243004	Dyssegmental dysplasia - Rolland-Desbuquois type	1000
205	2850	Alopecia-intellectual disability syndrome	Alopecia-intellectual disability syndrome	716191002	Alopecia and intellectual disability syndrome	1000
206	57	Glycogen storage disease due to aldolase A deficiency	Glycogen storage disease due to aldolase A deficiency	111578003	Aldolase A deficiency	1000
207	52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	703544004	IBMPFD - Inclusion body myopathy with early onset Paget disease and frontotemporal dementia	1000
208	168601	Congenital enteropathy due to enteropeptidase deficiency	Congenital enteropathy due to enteropeptidase deficiency	124498007	Deficiency of enterokinase	1000
209	521	Chronic myeloid leukemia	Chronic myeloid leukemia	92818009	CGL - Chronic granulocytic leukaemia	1000
210	178512	Folliculotropic mycosis fungoides	Folliculotropic mycosis fungoides	404109006	Alopecia mucinosa (T cell lymphoma)	1000
211	901	Wells syndrome	Wells syndrome	238931006	Eosinophilic cellulitis	1000
212	83471	Thymic aplasia	Thymic aplasia	91918005	Agenesis of thymus	1000
213	209981	IRIDA syndrome	IRIDA syndrome	722005000	IRIDA (iron-refractory iron deficiency anaemia) syndrome	1000
214	1980	Bilateral striopallidodentate calcinosis	Bilateral striopallidodentate calcinosis	110997000	Cerebral symmetric calcification	1000
215	314946	Mycobacterium xenopi infection	Mycobacterium xenopi infection	84515001	Infection caused by Mycobacterium xenopi	1000
216	79278	Autosomal erythropoietic protoporphyria	Autosomal erythropoietic protoporphyria	51022005	EPP	1000
217	646	Niemann-Pick disease type C	Niemann-Pick disease type C	66751000	Niemann-Pick disease type C	1000
218	66661	Mast cell sarcoma	Mast cell sarcoma	397010005	Malignant mast cell neoplasm	1000
219	101	Dentatorubral pallidoluysian atrophy	Dentatorubral pallidoluysian atrophy	68116008	DRPLA - Dentatorubropallidoluysian atrophy	1000
220	199351	Adult-onset dystonia-parkinsonism	Adult-onset dystonia-parkinsonism	720466001	Adult-onset dystonia parkinsonism	1000
221	98962	Granular corneal dystrophy type I	Granular corneal dystrophy type I	419039007	Groenouw corneal dystrophy type I	1000
222	73423	Acute ackee fruit intoxication	Acute ackee fruit intoxication	49434001	Ackee poisoning	1000
223	31837	Pulmonary venoocclusive disease	Pulmonary venoocclusive disease	89420002	Pulmonary veno-occlusive disease	1000
224	370109	Ataxia-telangiectasia variant	Ataxia-telangiectasia variant	763065008	Ataxia telangiectasia variant	1000
225	314419	Ameloblastoma	Ameloblastoma	20462008	Adamantinoma	1000
