,ORDO_ID,ORDO_term,ORDO_syn,ORDO_definition,ORDO_mappings,SNOMED_ID,SNOMED_term
25,http://www.orpha.net/ORDO/Orphanet_97261,GRFoma,GRF tumor|Growth hormone releasing factor tumor,"GRFoma is a type of pancreatic endocrine tumor (see this term) that hypersecretes growth hormone-releasing factor (GRF or GHRH) and that clinically resembles a pituitary adenoma (see this term) as patients present with acromegaly. In addition to the pancreas, this tumor can also occur in the lungs or small intestine, are usually large > 6cm and approximately 1/3 have metastasized at the time of diagnosis. It often co-occurs with Zollinger-Ellison syndrome or multiple endocrine neoplasia type 1 (MEN 1; see these terms).",ICD-10:E16.8,,
26,http://www.orpha.net/ORDO/Orphanet_420686,Woolly hair-palmoplantar keratoderma syndrome,Woolly hair-palmoplantar hyperkeratosis syndrome|Keratoderma with woolly hair type IV|KWWH type IV,"Woolly hair-palmoplantar keratoderma syndrome is a very rare, hereditary epidermal disorder characterized by hypotrichosis/woolly scalp hair, sparse body hair, eyelashes and eyebrows, leukonychia, and striate palmoplantar keratoderma (more severe on the soles than the palms), which progressively worsens with age. Pseudo ainhum of the fifth toes was also reported. Although woolly hair-palmoplantar keratoderma syndrome shares clinical similarities with both Naxos disease and Carvajal syndrome, cardiomyopathy is notably absent.",ICD-10:Q82.8|OMIM:616099,,
27,http://www.orpha.net/ORDO/Orphanet_367,Glycogen storage disease due to glycogen branching enzyme deficiency,Glycogen storage disease type IV|GSD type IV|Glycogenosis type 4|Andersen disease|Amylopectinosis|GSD type 4|Glycogenosis due to glycogen branching enzyme deficiency|Glycogen storage disease type 4|Glycogenosis type IV|GSD due to glycogen branching enzyme deficiency,"Glycogen branching enzyme (GBE) deficiency (Andersen's disease or amylopectinosis), or glycogen storage disease type 4 (GSD4), is a rare and severe form of glycogen storage disease which accounts for approximately 3% of all the glycogen storage diseases (see these terms).",UMLS:C1563715|OMIM:263570|OMIM:232500|MedDRA:10053249|ICD-10:E74.0|UMLS:C0017923,,
28,http://www.orpha.net/ORDO/Orphanet_279934,"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency",,"A rare, genetic, mitochondrial DNA depletion syndrome characterized by severely reduced mitochondrial DNA content due to DGUOK deficiency typically manifesting with early-onset liver dysfunction, psychomotor delay, hypotonia, rotary nystagmus that develops into opsoclonus, lactic acidosis and hypoglycemia.",OMIM:251880,,
29,http://www.orpha.net/ORDO/Orphanet_213630,Primitive neuroectodermal tumor of the corpus uteri,Peripheral neuroectodermal cancer of the corpus uteri|Malignant peripheral neuroectodermal tumor of the corpus uteri,"Primitive neuroectodermal tumor of the corpus uteri is a rare cancer of corpus uteri derived from neural crest cells, characterized by small, round neoplastic cells with variable degree of neural, glial and ependymal differentiation. Macroscopically, the tumor is often a large, poorly circumscribed polypoid mass with necrotic areas and hemorrhage. It usually presents with lower abdominal or pelvic pain, irregular vaginal bleeding or discharge, pelvic mass and uterine enlargement.",ICD-10:C54.2|ICD-10:C54.0|ICD-10:C54.8|ICD-10:C54.1|ICD-10:C54.3,,
30,http://www.orpha.net/ORDO/Orphanet_163690,Hypotonia-cystinuria syndrome,HCS,"Hypotonia-Cystinuria syndrome (HCS) is a rare syndrome including neonatal and infantile hypotonia and failure to thrive, cystinuria type 1 and nephrolithiasis, growth retardation due to growth hormone deficiency, and minor facial dysmorphism.",OMIM:606407|UMLS:C1848030|ICD-10:E72.0,,
31,http://www.orpha.net/ORDO/Orphanet_363528,Intellectual disability-strabismus syndrome,,"Intellectual disability-strabismus syndrome is a rare, genetic, syndromic intellectual disability disorder characterized by moderate to severe intellectual disability and esotropia. Other associated features may include growth failure (underweight, failure to thrive, short stature), microcephaly, tone abnormalities (hypotonia, spasticity), epilepsy, behavioral problems (hyperactivity, aggressiveness), and/or abnormal brain morphology, including arachnoid cyst, cerebral atrophy, mild ventriculomegaly, abnormal CNS myelination or corpus callosum agenesis.",OMIM:615286|ICD-10:H50.8,,
32,http://www.orpha.net/ORDO/Orphanet_3314,"Thiemann disease, familial form",Osteochondrosis of phalangeal epiphyses|Aseptic necrosis of phalangeal epiphyses|Osteochondritis of phalangeal epiphyses,"Thiemann disease is a very rare genetic necrotic bone disorder characterized clinically by painless swelling of the proximal interphalangeal joints associated with osteonecrosis of epiphyses followed by osteoarthritic changes, with onset before 25 years of age and often a benign course.",ICD-10:M93.2|OMIM:165700,,
33,http://www.orpha.net/ORDO/Orphanet_79323,MPDU1-CDG,CDG-If|Carbohydrate deficient glycoprotein syndrome type If|Congenital disorder of glycosylation type 1f|CDG syndrome type If|CDG1F|Congenital disorder of glycosylation type If,"The CDG (Congenital Disorders of Glycosylation) syndromes are a group of autosomal recessive disorders affecting glycoprotein synthesis. CDG syndrome type If is characterised by psychomotor delay, seizures, failure to thrive, and cutaneous and ocular anomalies.",ICD-10:E77.8|OMIM:609180|UMLS:C1836669,,
34,http://www.orpha.net/ORDO/Orphanet_90160,Pressure-induced localized lipoatrophy,Lipoatrophia semicircularis|Semicircular lipoatrophy,"Pressure-induced localized lipoatrophy is a rare, acquired, localized lipodystrophy characterized by band-like, horizontal, asymptomatic, lipoatrophic depressions with clinically normal overlying skin usually involving the anterolateral aspect of the thighs. An identifiable history of the repeated mechanical microtrauma due to occupational or postural habits is present.",ICD-10:E88.1,,
35,http://www.orpha.net/ORDO/Orphanet_424261,Autosomal recessive limb-girdle muscular dystrophy type 2Y,"Muscular dystrophy with progressive weakness, distal contractures and rigid spine|LGMD2Y|Autosomal recessive muscular dystrophy due to Torsin-1A-interacting protein 1 deficiency|Autosomal recessive muscular dystrophy due to LAP1B deficiency","Autosomal recessive limb-girdle muscular dystrophy type 2Y is a form of limb-girdle muscular dystrophy, presenting in the first or second decades of life, characterized by slowly progressive proximal and distal muscle weakness and atrophy. Additional manifestations include contractures of the proximal and distal interphalangeal hand joints, rigid spine, restricted pulmonary function, and mild cardiomyopathy.",ICD-10:G71.0|OMIM:617072,,
36,http://www.orpha.net/ORDO/Orphanet_99027,Adult-onset autosomal dominant leukodystrophy,Adult-onset autosomal dominant demyelinating leukodystrophy|ADLD,"Adult-onset autosomal dominant leukodystrophy (ADLD) is a rare slowly progressive neurological disorder involving centralnervous systemdemyelination, leading to autonomic dysfunction,ataxia and mild cognitive impairment.",OMIM:169500|UMLS:C3164344|UMLS:C1868512|ICD-10:E75.2,,
37,http://www.orpha.net/ORDO/Orphanet_404,Familial hyperaldosteronism type II,FH-II|FH2|Familial hyperaldosteronism type 2|Familial adrenal adenoma,"Familial hyperaldosteronism type II (FH-II) is a heritable form of primary aldosteronism (PA) characterized by hypertension of varying severity, and non glucocticoid remediable hyperaldosteronism.",OMIM:605635|UMLS:C1854107|ICD-10:E26.0,,
38,http://www.orpha.net/ORDO/Orphanet_480541,High grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement,,,,,
39,http://www.orpha.net/ORDO/Orphanet_2826,Spastic paraplegia-precocious puberty syndrome,,Spastic paraplegia-precocious puberty syndrome is a complex form of hereditary spastic paraplegia characterized by the onset of progressive spastic paraplegia associated with precocious puberty (due to Leydig cell hyperplasia) in childhood (at the age of 2 years). Moderate intellectual disability was also reported. There have been no further descriptions in the literature since 1983.,MeSH:C536874|UMLS:C1866850|OMIM:182820,,
40,http://www.orpha.net/ORDO/Orphanet_438075,Ketoacidosis due to monocarboxylate transporter-1 deficiency,,,OMIM:616095|ICD-10:E88.8,,
41,http://www.orpha.net/ORDO/Orphanet_54247,Posterior cortical atrophy,PCA|Biparietal Alzheimer disease|Benson syndrome,Posterior Cortical Atrophy (PCA) is a rare progressive neurodegenerative disorder with a typical onset between 50-65 years of age characterized by progressive impairment of higher visual processing skills and other posterior cortical functions without any evidence of ocular abnormalities.,ICD-10:G31.1,,
42,http://www.orpha.net/ORDO/Orphanet_99861,Precursor T-cell acute lymphoblastic leukemia,Precursor T-cell acute lymphoblastic leukemia/lymphoma|Precursor T-cell acute lymphocytic leukemia|Precursor T-cell acute lymphocytic leukemia/lymphoma|T-ALL,,ICD-10:C91.0|UMLS:C1961099,,
43,http://www.orpha.net/ORDO/Orphanet_352333,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,Congenital ichthyosis-intellectual disability-spastic tetraplegia syndrome,,OMIM:614457|ICD-10:Q80.8,,
44,http://www.orpha.net/ORDO/Orphanet_268,Autosomal recessive limb-girdle muscular dystrophy type 2B,LGMD2B|Limb-girdle muscular dystrophy due to dysferlin deficiency,"Autosomal recessive limb-girdle muscular dystrophy type 2B (LGMD2B) is a subtype of autosomal recessive limb-girdle muscular dystrophy characterized by an onset in late adolescence or early adulthood of slowly progressive, proximal weakness and atrophy of shoulder and pelvic girdle muscles. Cardiac and respiratory muscles are not involved. Hypertrophy of the calf muscles and highly elevated serum creatine kinase levels are frequently observed.",ICD-10:G71.0|UMLS:C1850889|OMIM:253601,,
45,http://www.orpha.net/ORDO/Orphanet_314,Erythroderma desquamativum,Leiner disease,,OMIM:609536|ICD-10:L21.1,,
46,http://www.orpha.net/ORDO/Orphanet_33402,Pediatric hepatocellular carcinoma,Childhood-onset hepatocellular carcinoma|Pediatric HCC|Childhood-onset HCC,"Pediatric hepatocellular carcinoma (pediatric HCC) is a rare, aggressive, malignant hepatic tumor that develops mainly in children over 10 years of age.",ICD-10:C22.0,,
47,http://www.orpha.net/ORDO/Orphanet_163,Hereditary hyperferritinemia-cataract syndrome,Hereditary hyperferritinemia with congenital cataracts|HHCS|Bonneau-Beaumont syndrome,Hereditary hyperferritinemia with congenital cataracts is characterized by the association of early onset (although generally absent at birth) cataract with persistently raised plasma ferritin concentrations in the absence of iron overload.,UMLS:C1833213|OMIM:600886|MeSH:C538137|ICD-10:H26.0,,
48,http://www.orpha.net/ORDO/Orphanet_401874,Multiple mitochondrial dysfunctions syndrome type 2,BOLA3 deficiency,,ICD-10:E88.8|OMIM:614299,,
49,http://www.orpha.net/ORDO/Orphanet_2045,FLOTCH syndrome,Leukonychia totalis-trichilemmal cysts-ciliary dystrophy syndrome,"FLOTCH syndrome is a rare, genetic, cutaneous disorder characterized by leuchonychia and multiple, recurrent pilar cysts, associated or not with ciliar dystrophy and/or koilonychia. Renal calculi have also been reported.",MeSH:C537065|UMLS:C2931411|ICD-10:L60.8,,
50,http://www.orpha.net/ORDO/Orphanet_88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,HIBCH deficiency|Methacrylic aciduria|Valine metabolic defect,"Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency is characterised by delayed motor development, hypotonia and progressive neurodegeneration. To date, it has been described in four boys. The syndrome is caused by mutations affecting the two alleles of the  HIBCH gene, encoding 3-hydroxyisobutyryl-CoA hydrolase. The mode of transmission has not yet been established.",OMIM:250620|ICD-10:E71.1|UMLS:C0342738,,
51,http://www.orpha.net/ORDO/Orphanet_263487,COG5-CDG,Congenital disorder of glycosylation type 2i|Carbohydrate deficient glycoprotein syndrome type IIi|CDG2I|Congenital disorder of glycosylation type IIi|CDG syndrome type IIi|CDG-IIi,"COG5-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case to date by moderate mental retardation with slow and inarticulate speech, truncal ataxia, and mild hypotonia.",OMIM:613612|ICD-10:E77.8,,
52,http://www.orpha.net/ORDO/Orphanet_65,Leber congenital amaurosis,Amaurosis congenita of Leber,"Leber congenital amaurosis (LCA) is a retinal dystrophy defined by blindness and responses to electrophysiological stimulation (Ganzfeld electroretinogram (ERG)) below threshold, associated with severe visual impairment within the first year of life.",MedDRA:10070667|OMIM:613826|OMIM:614186|OMIM:613341|OMIM:615360|MeSH:D057130|OMIM:604537|OMIM:608553|OMIM:613843|OMIM:204100|OMIM:604232|OMIM:612712|OMIM:613829|UMLS:C0339527|ICD-10:H35.5|OMIM:604393|OMIM:179900|OMIM:613837|OMIM:610612|OMIM:613835|OMIM:204000|OMIM:611755,,
53,http://www.orpha.net/ORDO/Orphanet_538,Lymphangioleiomyomatosis,LAM,"Lymphangioleiomyomatosis (LAM) is a multiple cystic lung disease characterized by progressive cystic destruction of the lung and lymphatic abnormalities, frequently associated with renal angiomyolipomas (AMLs). LAM occurs either sporadically or as a manifestation of tuberous sclerosis complex (TSC).",OMIM:606690|UMLS:C0751674|ICD-10:D48.7|MedDRA:10049459|MeSH:D018192,,
54,http://www.orpha.net/ORDO/Orphanet_2400,Peripheral motor neuropathy-dysautonomia syndrome,Lisker-Garcia-Ramos syndrome,"Peripheral motor neuropathy-dysautonomia syndrome is characterised by distal, slowly progressive muscular weakness, childhood-onset amyotrophy, autonomic dysfunction characterized by profuse sweating, distal cyanosis related to cold weather, orthostatic hypotension, and esophageal achalasia. It has been described in two sisters. Inheritance appears to be autosomal recessive.",UMLS:C1854961|OMIM:252320|MeSH:C536988,,
55,http://www.orpha.net/ORDO/Orphanet_100081,Neuroendocrine tumor of the rectum,Rectal NET|NET of the rectum|Rectal neuroendocrine tumor,"Neuroendocrine tumor of the rectum is a rare epithelial tumor of rectum arising from enterochromaffin cells, most often in the mid-rectum. The tumors are slow growing, in early stages majority are asymptomatic and are diagnosed incidentally. Later in the course, the tumor may present with rectal bleeding, abdominal or rectal pain, tenesmus, changes in bowel habits, or weight loss. In some cases it may present with carcinoid symptoms of flushing and increased gut motility.",,,
56,http://www.orpha.net/ORDO/Orphanet_79350,3-phosphoserine phosphatase deficiency,,"3-Phosphoserine phosphatase deficiency is an extremely rare form of serine deficiency syndrome (see this term) characterized clinically by congenital microcephaly and severe psychomotor retardation in the single reported case to date, which was associated with Williams syndrome (see this term).",ICD-10:E72.8|OMIM:614023,,
57,http://www.orpha.net/ORDO/Orphanet_529468,Monoclonal mast cell activation syndrome,Monoclonal MCAD,,,,
58,http://www.orpha.net/ORDO/Orphanet_331176,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,Severe congenital neutropenia-pulmonary hypertension-superficial venous angiectasis syndrome|SCN4|Severe congenital neutropenia type 4,"Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency is a rare, genetic, primary immunodeficiency disorder characterized by increased susceptibility to recurrent, life-threatening bacterial infections, in association with typically severe neutropenia in peripheral blood and bone marrow and a prominent ectatic superficial vein pattern, resulting from recessively inherited mutations in the G6PC3 gene. Cardiac malformations (e.g. atrial septal defects, patent ductus arteriosus,valvular defects), urogenital anomalies (incl. cryptorchidism), growth and developmental delay, facial dysmorphism (e.g. frontal bossing, upturned nose, malar hypoplasia), and intermittent thrombocytopenia are frequently associated.",UMLS:C2675526|ICD-10:D70|OMIM:612541,,
59,http://www.orpha.net/ORDO/Orphanet_2364,Glycogen storage disease due to lactate dehydrogenase deficiency,GSD due to lactate dehydrogenase deficiency|Glycogenosis due to lactate dehydrogenase deficiency|LDH deficiency,,OMIM:612933|ICD-10:E74.4|OMIM:614128,,
60,http://www.orpha.net/ORDO/Orphanet_139512,Neuropathy with hearing impairment,,This syndrome is characterized by the association of sensorineural hearing impairment and peripheral neuropathy.,ICD-10:G60.8,,
61,http://www.orpha.net/ORDO/Orphanet_101084,Charcot-Marie-Tooth disease type 1D,CMT1D,"Charcot-Marie-Tooth disease type 1D (CMT1D) is a form of CMT1 (see this term), caused by mutations in the EGR2 gene (10q21.1), with a variable severity and age of onset (from infancy to adulthood), that usually presents with gait abnormalities, progressive wasting and weakness of distal limb muscles, with possible later involvement of proximal muscles, foot deformity and severe reduction in nerve conduction velocity. Additional features may include scoliosis, cranial nerve deficits such as diplopia, and bilateral vocal cord paresis.",MeSH:C537985|OMIM:607678|ICD-10:G60.0|UMLS:C1843247,,
